76714,12
124805,13
124805,15
253922,11
253922,12
348254,7
348254,8
147803,7
147803,8
300593,13
300593,15
471590,13
471590,15
523814,7
523814,8
396006,11
396006,12
108847,11
108847,12
365212,7
365212,8
551672,16
551672,18
492287,16
492287,18
474450,11
474450,12
203721,1
203721,2
443444,13
443444,15
228437,11
228437,12
248277,16
248277,18
401455,16
401455,18
419691,1
419691,2
495912,7
495912,8
13618,13
13618,15
175743,1
175743,2
443164,13
443164,15
538827,16
538827,18
133695,16
133695,18
133741,13
133741,15
390631,13
390631,15
235992,16
235992,18
272450,13
272450,15
326779,16
326779,18
205479,13
205479,15
493594,13
493594,15
529682,13
529682,15
475847,1
475847,2
20487,11
20487,12
439454,13
439454,15
387223,1
387223,2
427960,7
427960,8
440685,1
440685,2
173355,11
173355,12
299608,13
299608,15
405190,7
405190,8
545434,16
545434,18
462030,16
462030,18
346129,7
346129,8
383815,13
383815,15
168280,7
168280,8
185265,7
185265,8
206545,1
206545,2
16647,11
16647,12
251620,16
251620,18
49297,7
49297,8
140532,1
140532,2
391276,7
391276,8
328285,7
328285,8
188800,11
188800,12
39602,16
39602,18
331319,16
331319,18
324836,16
324836,18
197092,1
197092,2
278008,7
278008,8
171117,11
171117,12
477035,13
477035,15
21061,1
21061,2
364758,16
364758,18
220542,1
220542,2
504863,1
504863,2
70917,11
70917,12
114639,16
114639,18
298479,16
298479,18
179770,16
179770,18
284856,1
284856,2
158723,16
158723,18
197131,13
197131,15
109219,13
109219,15
79864,13
79864,15
357233,16
357233,18
546227,7
546227,8
426017,7
426017,8
462474,1
462474,2
498892,7
498892,8
51404,11
51404,12
163918,11
163918,12
367184,13
367184,15
508880,16
508880,18
502458,11
502458,12
331657,13
331657,15
354420,13
354420,15
153404,13
153404,15
89795,7
89795,8
35588,7
35588,8
413020,11
413020,12
518949,16
518949,18
104681,1
104681,2
469558,11
469558,12
397565,11
397565,12
124316,7
124316,8
102142,11
102142,12
24463,1
24463,2
373305,7
373305,8
265692,16
265692,18
200712,16
200712,18
186818,11
186818,12
365860,13
365860,15
249146,11
249146,12
235509,11
235509,12
286538,16
286538,18
447778,16
447778,18
31571,7
31571,8
331631,16
331631,18
197759,1
197759,2
220924,11
220924,12
231280,13
231280,15
189284,1
189284,2
69469,16
69469,18
207677,13
207677,15
381697,13
381697,15
154021,1
154021,2
231866,7
231866,8
64217,13
64217,15
278273,1
278273,2
227705,13
227705,15
22048,13
22048,15
27321,16
27321,18
488444,16
488444,18
279161,13
279161,15
223754,11
223754,12
234077,7
234077,8
406835,1
406835,2
370202,1
370202,2
152533,7
152533,8
146152,13
146152,15
136409,16
136409,18
410427,16
410427,18
464293,1
464293,2
410002,13
410002,15
311706,13
311706,15
362620,11
362620,12
238181,16
238181,18
259273,16
259273,18
191277,13
191277,15
28101,16
28101,18
340081,1
340081,2
495374,16
495374,18
544990,7
544990,8
122103,11
122103,12
16889,16
16889,18
54597,7
54597,8
318462,16
318462,18
19062,1
19062,2
316124,1
316124,2
162817,16
162817,18
171382,16
171382,18
457943,16
457943,18
490901,1
490901,2
137177,11
137177,12
235671,11
235671,12
352497,16
352497,18
396769,16
396769,18
410932,13
410932,15
142116,11
142116,12
83590,13
83590,15
372291,16
372291,18
203144,11
203144,12
99902,1
99902,2
535793,13
535793,15
76390,11
76390,12
309714,11
309714,12
520465,16
520465,18
437812,11
437812,12
101193,7
101193,8
158384,16
158384,18
217039,7
217039,8
76805,11
76805,12
289054,16
289054,18
32189,13
32189,15
186869,7
186869,8
363550,1
363550,2
436260,16
436260,18
197312,16
197312,18
431537,11
431537,12
544907,1
544907,2
510693,1
510693,2
264992,1
264992,2
10204,13
10204,15
69894,7
69894,8
220254,13
220254,15
51633,11
51633,12
178312,16
178312,18
468592,16
468592,18
50720,1
50720,2
502209,16
502209,18
477027,11
477027,12
29065,13
29065,15
511165,11
511165,12
356277,1
356277,2
382293,7
382293,8
394971,7
394971,8
426767,13
426767,15
108920,11
108920,12
91283,13
91283,15
262321,13
262321,15
515453,13
515453,15
15694,16
15694,18
390156,16
390156,18
376670,7
376670,8
129704,13
129704,15
23136,1
23136,2
285579,1
285579,2
80210,13
80210,15
467731,16
467731,18
516454,11
516454,12
324793,13
324793,15
10423,7
10423,8
310561,13
310561,15
410339,16
410339,18
476165,13
476165,15
500287,7
500287,8
243851,7
243851,8
120211,11
120211,12
314148,1
314148,2
365553,7
365553,8
499171,1
499171,2
368020,13
368020,15
370819,1
370819,2
148935,1
148935,2
96489,1
96489,2
373620,16
373620,18
199396,16
199396,18
404300,7
404300,8
204603,13
204603,15
291884,13
291884,15
237213,7
237213,8
496118,1
496118,2
226564,13
226564,15
257067,1
257067,2
364586,7
364586,8
442256,1
442256,2
264837,16
264837,18
301855,7
301855,8
325259,7
325259,8
31034,7
31034,8
43737,1
43737,2
480676,16
480676,18
374730,1
374730,2
256583,13
256583,15
489926,11
489926,12
87396,13
87396,15
255846,13
255846,15
201953,13
201953,15
554539,7
554539,8
549987,11
549987,12
212540,13
212540,15
152938,11
152938,12
31369,7
31369,8
317163,16
317163,18
280549,16
280549,18
72468,7
72468,8
158361,7
158361,8
183746,11
183746,12
439936,1
439936,2
127733,11
127733,12
431683,16
431683,18
22536,16
22536,18
276368,11
276368,12
239710,16
239710,18
450889,13
450889,15
386260,1
386260,2
350548,7
350548,8
203968,7
203968,8
315431,13
315431,15
546725,1
546725,2
176677,13
176677,15
502008,1
502008,2
225569,13
225569,15
541947,7
541947,8
529878,7
529878,8
259731,16
259731,18
313378,11
313378,12
371978,13
371978,15
189491,16
189491,18
31911,11
31911,12
213908,13
213908,15
216775,13
216775,15
198349,13
198349,15
74629,7
74629,8
246961,7
246961,8
28966,11
28966,12
492407,13
492407,15
131600,11
131600,12
93611,16
93611,18
416534,16
416534,18
321110,7
321110,8
142444,16
142444,18
463566,11
463566,12
146323,16
146323,18
522058,16
522058,18
217773,11
217773,12
170486,11
170486,12
282758,1
282758,2
493253,7
493253,8
282522,16
282522,18
163144,13
163144,15
133508,13
133508,15
404142,16
404142,18
144109,13
144109,15
140108,16
140108,18
98864,16
98864,18
215410,1
215410,2
513866,7
513866,8
77951,13
77951,15
214795,7
214795,8
41997,1
41997,2
408930,13
408930,15
134263,11
134263,12
97052,13
97052,15
469417,13
469417,15
349511,11
349511,12
380252,7
380252,8
451004,13
451004,15
301285,1
301285,2
189191,1
189191,2
181188,16
181188,18
514284,7
514284,8
488182,13
488182,15
43631,13
43631,15
318993,1
318993,2
453884,11
453884,12
184405,7
184405,8
25250,13
25250,15
323138,1
323138,2
73579,16
73579,18
470693,1
470693,2
212895,1
212895,2
300812,7
300812,8
267573,7
267573,8
87867,7
87867,8
53382,13
53382,15
555358,11
555358,12
267417,16
267417,18
27061,1
27061,2
292841,1
292841,2
301848,1
301848,2
461664,1
461664,2
266989,16
266989,18
85558,1
85558,2
354036,11
354036,12
387013,7
387013,8
436577,13
436577,15
546235,11
546235,12
372225,1
372225,2
146477,16
146477,18
423483,13
423483,15
119302,1
119302,2
450262,11
450262,12
314454,7
314454,8
142054,16
142054,18
170292,7
170292,8
180752,16
180752,18
332369,16
332369,18
22897,11
22897,12
273355,11
273355,12
318896,11
318896,12
57643,7
57643,8
537810,13
537810,15
252327,7
252327,8
318296,16
318296,18
205761,16
205761,18
390718,13
390718,15
140833,16
140833,18
346135,1
346135,2
91063,1
91063,2
286353,13
286353,15
404280,7
404280,8
113357,16
113357,18
222493,7
222493,8
343713,1
343713,2
249284,13
249284,15
276140,7
276140,8
340387,13
340387,15
149863,11
149863,12
523024,11
523024,12
88207,7
88207,8
122688,13
122688,15
362612,13
362612,15
516334,1
516334,2
489539,13
489539,15
234674,16
234674,18
156059,11
156059,12
534761,16
534761,18
438067,11
438067,12
266413,1
266413,2
548753,7
548753,8
111116,7
111116,8
321506,16
321506,18
322535,1
322535,2
414281,1
414281,2
520032,16
520032,18
544471,7
544471,8
413801,7
413801,8
97441,11
97441,12
544160,1
544160,2
84737,11
84737,12
437774,13
437774,15
306304,13
306304,15
544596,1
544596,2
457265,11
457265,12
264176,7
264176,8
48672,16
48672,18
251373,13
251373,15
324063,11
324063,12
370867,11
370867,12
370191,16
370191,18
132913,1
132913,2
263550,13
263550,15
77594,11
77594,12
478654,13
478654,15
31325,13
31325,15
273374,11
273374,12
427556,11
427556,12
553903,1
553903,2
46567,13
46567,15
81617,7
81617,8
62535,13
62535,15
295521,16
295521,18
12377,1
12377,2
160674,13
160674,15
102665,11
102665,12
462149,11
462149,12
171549,16
171549,18
117940,1
117940,2
417690,13
417690,15
125178,11
125178,12
26140,7
26140,8
210294,16
210294,18
180064,11
180064,12
158728,1
158728,2
209292,7
209292,8
298803,11
298803,12
230335,1
230335,2
509552,1
509552,2
209875,13
209875,15
191247,16
191247,18
158892,11
158892,12
35368,11
35368,12
264011,16
264011,18
128678,7
128678,8
209958,16
209958,18
133295,1
133295,2
23554,7
23554,8
367155,11
367155,12
537921,13
537921,15
462085,11
462085,12
375012,13
375012,15
16869,11
16869,12
28821,11
28821,12
31872,13
31872,15
124206,13
124206,15
298058,11
298058,12
486986,16
486986,18
96136,11
96136,12
313863,1
313863,2
395114,13
395114,15
195321,7
195321,8
289070,13
289070,15
215337,7
215337,8
228579,7
228579,8
185295,11
185295,12
513440,16
513440,18
280425,1
280425,2
289950,1
289950,2
265623,11
265623,12
250433,16
250433,18
554849,1
554849,2
245145,16
245145,18
323466,1
323466,2
548011,1
548011,2
306006,16
306006,18
520550,16
520550,18
362390,11
362390,12
68610,16
68610,18
493685,7
493685,8
114250,13
114250,15
11435,13
11435,15
554913,7
554913,8
219802,11
219802,12
515864,1
515864,2
291375,13
291375,15
53578,16
53578,18
256160,7
256160,8
159602,11
159602,12
119785,11
119785,12
385409,11
385409,12
382459,11
382459,12
97741,13
97741,15
275697,1
275697,2
211088,1
211088,2
434259,11
434259,12
549116,7
549116,8
167086,16
167086,18
42561,7
42561,8
500221,7
500221,8
378022,16
378022,18
487806,1
487806,2
271963,13
271963,15
24374,1
24374,2
350721,16
350721,18
163585,7
163585,8
465850,11
465850,12
43692,7
43692,8
382556,11
382556,12
105937,7
105937,8
173370,11
173370,12
89044,1
89044,2
125411,16
125411,18
170882,13
170882,15
440996,13
440996,15
328556,7
328556,8
306630,11
306630,12
434333,7
434333,8
390525,7
390525,8
514388,1
514388,2
112967,7
112967,8
131391,13
131391,15
369207,16
369207,18
359573,11
359573,12
368384,7
368384,8
223971,11
223971,12
275232,16
275232,18
198261,16
198261,18
509844,1
509844,2
438482,11
438482,12
536233,7
536233,8
47026,13
47026,15
238271,7
238271,8
76238,13
76238,15
368107,11
368107,12
512057,1
512057,2
377360,13
377360,15
334603,7
334603,8
181852,7
181852,8
189419,16
189419,18
227488,7
227488,8
394228,16
394228,18
546770,16
546770,18
78754,11
78754,12
125447,7
125447,8
397787,1
397787,2
501191,11
501191,12
521056,11
521056,12
316203,1
316203,2
527099,1
527099,2
550707,13
550707,15
499678,13
499678,15
419110,13
419110,15
440116,13
440116,15
293602,7
293602,8
458480,16
458480,18
315315,7
315315,8
32967,13
32967,15
534199,1
534199,2
154318,13
154318,15
306397,7
306397,8
46694,16
46694,18
404938,16
404938,18
62799,16
62799,18
194255,16
194255,18
69492,13
69492,15
463238,13
463238,15
68868,16
68868,18
470082,11
470082,12
211828,11
211828,12
192071,1
192071,2
505932,11
505932,12
456630,11
456630,12
146030,13
146030,15
250963,7
250963,8
317005,7
317005,8
397094,7
397094,8
253212,13
253212,15
170736,1
170736,2
281829,7
281829,8
172734,11
172734,12
486774,11
486774,12
318628,11
318628,12
177377,13
177377,15
325592,16
325592,18
217499,11
217499,12
325370,7
325370,8
535121,7
535121,8
437436,11
437436,12
117476,16
117476,18
480236,1
480236,2
418020,7
418020,8
287503,11
287503,12
354455,16
354455,18
497707,1
497707,2
414875,1
414875,2
546740,7
546740,8
168500,7
168500,8
32059,11
32059,12
539807,13
539807,15
155349,16
155349,18
356691,11
356691,12
191529,16
191529,18
29189,16
29189,18
385895,1
385895,2
291011,7
291011,8
383649,13
383649,15
433716,11
433716,12
474222,13
474222,15
522699,16
522699,18
473584,16
473584,18
187798,7
187798,8
153590,11
153590,12
279998,1
279998,2
220136,13
220136,15
331058,13
331058,15
315115,1
315115,2
492417,1
492417,2
144933,13
144933,15
169252,11
169252,12
261298,11
261298,12
277436,16
277436,18
170519,1
170519,2
160860,7
160860,8
530823,1
530823,2
492271,7
492271,8
294139,1
294139,2
276115,16
276115,18
393836,1
393836,2
104462,1
104462,2
331377,16
331377,18
363875,11
363875,12
134590,16
134590,18
121806,1
121806,2
262754,1
262754,2
101731,11
101731,12
532295,11
532295,12
342397,13
342397,15
357719,13
357719,15
269097,13
269097,15
87683,1
87683,2
496671,11
496671,12
197465,7
197465,8
447567,7
447567,8
212771,7
212771,8
80319,13
80319,15
85504,13
85504,15
465860,13
465860,15
527678,16
527678,18
473022,16
473022,18
431701,11
431701,12
104368,16
104368,18
395659,13
395659,15
464881,16
464881,18
169270,13
169270,15
283584,11
283584,12
223532,1
223532,2
430857,7
430857,8
171688,16
171688,18
74248,11
74248,12
222845,11
222845,12
257546,7
257546,8
454795,7
454795,8
228750,11
228750,12
380711,13
380711,15
175461,7
175461,8
228272,13
228272,15
289490,7
289490,8
384061,1
384061,2
448195,1
448195,2
535664,7
535664,8
209732,16
209732,18
143083,7
143083,8
549880,13
549880,15
340964,16
340964,18
542359,1
542359,2
507029,11
507029,12
398370,13
398370,15
554106,11
554106,12
116466,1
116466,2
524821,13
524821,15
187965,1
187965,2
518622,1
518622,2
39823,16
39823,18
214890,16
214890,18
34440,11
34440,12
192934,16
192934,18
265045,11
265045,12
108625,13
108625,15
268556,16
268556,18
445102,16
445102,18
540619,11
540619,12
207098,11
207098,12
390522,1
390522,2
370620,13
370620,15
388588,13
388588,15
384496,1
384496,2
40182,7
40182,8
266480,11
266480,12
121173,13
121173,15
347955,1
347955,2
487343,11
487343,12
42918,11
42918,12
269169,7
269169,8
528378,16
528378,18
34717,7
34717,8
545281,16
545281,18
76683,7
76683,8
163789,7
163789,8
333822,11
333822,12
116620,16
116620,18
205031,16
205031,18
220683,1
220683,2
407337,11
407337,12
44616,7
44616,8
77475,7
77475,8
72130,16
72130,18
294617,1
294617,2
160282,11
160282,12
290434,1
290434,2
19743,1
19743,2
27580,11
27580,12
141429,16
141429,18
146051,7
146051,8
425281,13
425281,15
243021,7
243021,8
456098,7
456098,8
94875,11
94875,12
344752,7
344752,8
86563,13
86563,15
464297,16
464297,18
407613,16
407613,18
552495,13
552495,15
318671,1
318671,2
300387,13
300387,15
292467,1
292467,2
139732,7
139732,8
239965,13
239965,15
31839,1
31839,2
472868,13
472868,15
318165,16
318165,18
386797,1
386797,2
190767,11
190767,12
529270,13
529270,15
537739,1
537739,2
126122,11
126122,12
176808,13
176808,15
537831,1
537831,2
106234,1
106234,2
309264,1
309264,2
254670,13
254670,15
64659,11
64659,12
416073,11
416073,12
272135,16
272135,18
197053,1
197053,2
286695,7
286695,8
521287,7
521287,8
381645,7
381645,8
191402,1
191402,2
479377,11
479377,12
186743,13
186743,15
496036,11
496036,12
55242,16
55242,18
299164,1
299164,2
460528,11
460528,12
72093,16
72093,18
155117,1
155117,2
513782,16
513782,18
553186,13
553186,15
41111,7
41111,8
514582,1
514582,2
13612,16
13612,18
264940,11
264940,12
311504,11
311504,12
330088,13
330088,15
371251,13
371251,15
544724,1
544724,2
359782,13
359782,15
282903,11
282903,12
218675,7
218675,8
43440,11
43440,12
118321,1
118321,2
420009,13
420009,15
300808,16
300808,18
470994,11
470994,12
414375,16
414375,18
484871,16
484871,18
372305,13
372305,15
124392,7
124392,8
59365,7
59365,8
269281,1
269281,2
219019,11
219019,12
427170,1
427170,2
129678,13
129678,15
142114,7
142114,8
377431,11
377431,12
469760,13
469760,15
380277,11
380277,12
407654,16
407654,18
201181,16
201181,18
490498,11
490498,12
387702,16
387702,18
277003,11
277003,12
216489,1
216489,2
171180,13
171180,15
22273,7
22273,8
256543,7
256543,8
141561,16
141561,18
79561,7
79561,8
92571,1
92571,2
58168,13
58168,15
452829,16
452829,18
464988,13
464988,15
154316,11
154316,12
250936,13
250936,15
374223,16
374223,18
249218,1
249218,2
440102,1
440102,2
173875,13
173875,15
67700,13
67700,15
275353,13
275353,15
16004,1
16004,2
374843,1
374843,2
10734,16
10734,18
64261,7
64261,8
166439,16
166439,18
522409,11
522409,12
48924,7
48924,8
384839,11
384839,12
143791,13
143791,15
168412,1
168412,2
238127,16
238127,18
324790,1
324790,2
158840,11
158840,12
514637,13
514637,15
429096,1
429096,2
281471,1
281471,2
228369,7
228369,8
127618,1
127618,2
274588,1
274588,2
166363,16
166363,18
244787,1
244787,2
535420,11
535420,12
108111,1
108111,2
478903,16
478903,18
167881,7
167881,8
42004,1
42004,2
511583,7
511583,8
523596,1
523596,2
239419,7
239419,8
386086,11
386086,12
121493,1
121493,2
469319,11
469319,12
352564,1
352564,2
44645,13
44645,15
249256,1
249256,2
39236,13
39236,15
509097,16
509097,18
238208,11
238208,12
55010,16
55010,18
404750,13
404750,15
370923,7
370923,8
542068,16
542068,18
427316,11
427316,12
22101,7
22101,8
439512,13
439512,15
224755,7
224755,8
109528,1
109528,2
517802,11
517802,12
549866,11
549866,12
508732,16
508732,18
507113,11
507113,12
389525,11
389525,12
396369,7
396369,8
549808,7
549808,8
129704,13
129704,15
491672,13
491672,15
32786,13
32786,15
456650,11
456650,12
478906,1
478906,2
390911,16
390911,18
542177,13
542177,15
312966,16
312966,18
271465,13
271465,15
114201,16
114201,18
132423,1
132423,2
335739,11
335739,12
75870,11
75870,12
221078,16
221078,18
61884,11
61884,12
172675,16
172675,18
339423,13
339423,15
306307,11
306307,12
210372,16
210372,18
379820,7
379820,8
548804,11
548804,12
411569,16
411569,18
447390,1
447390,2
122764,7
122764,8
534566,11
534566,12
521305,13
521305,15
279627,1
279627,2
304487,13
304487,15
423360,13
423360,15
154499,11
154499,12
12371,7
12371,8
183754,13
183754,15
303152,7
303152,8
245019,7
245019,8
423436,16
423436,18
457948,11
457948,12
367919,13
367919,15
75948,7
75948,8
57272,11
57272,12
435983,13
435983,15
192599,7
192599,8
109932,11
109932,12
349101,1
349101,2
329415,7
329415,8
401812,16
401812,18
378163,16
378163,18
415439,16
415439,18
439262,13
439262,15
118409,11
118409,12
346440,16
346440,18
254824,11
254824,12
475042,1
475042,2
384365,11
384365,12
401820,16
401820,18
424661,1
424661,2
179144,13
179144,15
293425,16
293425,18
100377,13
100377,15
277773,7
277773,8
380507,7
380507,8
28009,7
28009,8
555175,7
555175,8
254390,7
254390,8
407196,11
407196,12
344415,1
344415,2
287405,7
287405,8
460816,11
460816,12
442311,1
442311,2
514220,13
514220,15
501869,16
501869,18
122225,11
122225,12
535261,1
535261,2
466299,13
466299,15
308648,7
308648,8
16465,11
16465,12
458880,11
458880,12
422563,16
422563,18
91956,7
91956,8
277266,13
277266,15
223178,1
223178,2
412583,13
412583,15
272643,1
272643,2
186822,7
186822,8
276397,1
276397,2
136161,13
136161,15
175551,16
175551,18
462314,11
462314,12
232436,11
232436,12
416500,16
416500,18
432802,16
432802,18
122780,16
122780,18
264611,16
264611,18
547080,16
547080,18
498304,1
498304,2
254060,16
254060,18
204001,7
204001,8
530296,1
530296,2
237847,1
237847,2
15267,16
15267,18
316317,16
316317,18
485661,7
485661,8
276359,7
276359,8
149493,7
149493,8
358576,13
358576,15
334897,7
334897,8
553227,13
553227,15
264248,13
264248,15
405710,7
405710,8
431688,11
431688,12
538286,13
538286,15
426638,7
426638,8
268902,16
268902,18
536218,7
536218,8
115112,1
115112,2
67782,11
67782,12
300386,7
300386,8
311273,11
311273,12
127778,11
127778,12
293870,7
293870,8
445432,13
445432,15
229048,7
229048,8
134140,1
134140,2
40465,1
40465,2
128476,7
128476,8
143223,7
143223,8
115348,11
115348,12
32718,13
32718,15
235828,13
235828,15
92338,13
92338,15
406691,7
406691,8
273913,7
273913,8
79150,16
79150,18
51472,13
51472,15
459511,1
459511,2
57513,16
57513,18
124038,1
124038,2
353395,7
353395,8
491258,16
491258,18
248775,7
248775,8
77558,1
77558,2
229905,11
229905,12
345711,11
345711,12
145606,1
145606,2
388332,13
388332,15
110061,16
110061,18
244756,13
244756,15
36119,16
36119,18
459694,7
459694,8
302221,16
302221,18
426285,7
426285,8
94814,13
94814,15
317489,16
317489,18
271456,16
271456,18
529708,13
529708,15
225860,13
225860,15
429526,11
429526,12
110777,7
110777,8
136761,1
136761,2
99483,7
99483,8
503890,16
503890,18
319400,11
319400,12
383851,16
383851,18
399414,1
399414,2
528312,11
528312,12
466093,13
466093,15
318600,13
318600,15
485969,13
485969,15
462632,16
462632,18
543729,11
543729,12
521942,16
521942,18
554238,13
554238,15
489403,1
489403,2
141060,1
141060,2
24757,13
24757,15
517558,1
517558,2
259924,1
259924,2
101862,7
101862,8
134443,7
134443,8
371820,11
371820,12
220748,11
220748,12
143713,11
143713,12
307501,16
307501,18
417515,11
417515,12
360778,1
360778,2
507721,16
507721,18
535629,7
535629,8
430474,1
430474,2
79952,13
79952,15
375953,1
375953,2
466976,7
466976,8
539300,7
539300,8
302626,1
302626,2
447481,7
447481,8
116714,13
116714,15
64826,13
64826,15
223522,11
223522,12
80354,11
80354,12
450976,11
450976,12
428344,7
428344,8
77539,1
77539,2
158339,16
158339,18
224709,7
224709,8
511369,1
511369,2
40440,13
40440,15
287697,1
287697,2
520168,1
520168,2
363586,11
363586,12
289207,7
289207,8
528006,11
528006,12
192084,16
192084,18
124234,11
124234,12
422236,7
422236,8
439005,11
439005,12
293580,13
293580,15
33777,7
33777,8
276318,1
276318,2
386811,16
386811,18
297512,7
297512,8
146727,7
146727,8
28833,1
28833,2
382801,1
382801,2
406177,16
406177,18
167452,11
167452,12
470691,11
470691,12
525336,13
525336,15
316708,16
316708,18
233308,16
233308,18
351430,1
351430,2
236567,7
236567,8
537135,11
537135,12
167963,7
167963,8
158884,1
158884,2
274571,16
274571,18
96212,7
96212,8
42939,7
42939,8
201104,16
201104,18
314019,13
314019,15
187027,13
187027,15
381835,7
381835,8
228203,13
228203,15
351771,1
351771,2
211702,1
211702,2
39638,13
39638,15
292807,11
292807,12
215435,7
215435,8
219483,11
219483,12
456015,11
456015,12
393529,1
393529,2
340722,1
340722,2
360475,13
360475,15
219841,16
219841,18
272517,13
272517,15
477594,13
477594,15
347026,16
347026,18
441793,13
441793,15
109600,7
109600,8
176405,7
176405,8
458244,13
458244,15
212807,11
212807,12
467266,16
467266,18
276799,11
276799,12
156839,13
156839,15
189227,1
189227,2
199950,1
199950,2
358172,13
358172,15
405015,1
405015,2
547824,16
547824,18
478664,11
478664,12
281160,16
281160,18
544148,7
544148,8
389355,11
389355,12
437306,16
437306,18
272031,11
272031,12
141266,16
141266,18
427236,13
427236,15
321039,16
321039,18
553115,11
553115,12
442155,1
442155,2
517131,16
517131,18
502952,16
502952,18
36346,7
36346,8
244544,11
244544,12
321787,13
321787,15
447108,16
447108,18
481074,13
481074,15
454235,13
454235,15
259658,16
259658,18
269944,16
269944,18
446470,16
446470,18
510387,7
510387,8
317720,13
317720,15
122411,13
122411,15
453251,11
453251,12
475002,11
475002,12
188203,16
188203,18
281779,11
281779,12
137679,1
137679,2
342548,16
342548,18
21100,13
21100,15
287954,16
287954,18
444106,16
444106,18
136310,13
136310,15
325007,13
325007,15
398367,1
398367,2
552341,7
552341,8
10704,7
10704,8
100822,16
100822,18
276442,7
276442,8
250522,16
250522,18
335360,16
335360,18
273145,13
273145,15
478954,1
478954,2
498664,11
498664,12
10050,11
10050,12
321376,11
321376,12
20054,11
20054,12
380252,7
380252,8
520571,11
520571,12
21808,1
21808,2
375031,11
375031,12
469732,16
469732,18
294307,11
294307,12
40784,7
40784,8
144683,16
144683,18
249098,1
249098,2
341454,1
341454,2
434443,11
434443,12
371848,11
371848,12
116264,11
116264,12
269238,16
269238,18
193258,16
193258,18
143368,11
143368,12
410945,11
410945,12
44225,13
44225,15
138813,1
138813,2
431973,7
431973,8
290584,16
290584,18
105065,11
105065,12
427261,13
427261,15
418800,16
418800,18
94045,1
94045,2
60574,7
60574,8
457622,16
457622,18
363332,16
363332,18
69100,11
69100,12
181791,11
181791,12
206380,11
206380,12
86683,7
86683,8
442443,1
442443,2
467367,11
467367,12
388630,1
388630,2
460590,11
460590,12
32348,16
32348,18
186010,7
186010,8
183647,13
183647,15
416385,1
416385,2
379035,13
379035,15
22232,13
22232,15
58120,11
58120,12
416750,11
416750,12
516261,1
516261,2
166327,1
166327,2
372150,16
372150,18
144078,16
144078,18
544289,11
544289,12
366000,1
366000,2
254383,13
254383,15
252732,13
252732,15
71166,7
71166,8
400260,1
400260,2
478558,1
478558,2
483448,1
483448,2
381649,11
381649,12
511602,16
511602,18
266520,7
266520,8
322917,13
322917,15
124293,13
124293,15
311594,1
311594,2
318482,16
318482,18
444116,1
444116,2
